ID	DOCULECT	CONCEPT	VALUE	TOKENS	LANGID	COGID	ALIGNMENT	CONCEPT_PORTUGUESE	CONCEPTICON_ID	CONCEPT_ORIGINAL_LISTS	SOURCE
1689	Baniwa_Dzurema	YELLOW	ewádaɽi	e w a d a ɽ i	2	1932	- - - e w a d a ɽ i	amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1690	Baniwa_Mauliene	YELLOW	ewakani	e w a k a n i	8	1932	- - - e w a k a n i	amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1693	Koripako_Kumadene	YELLOW	ewadaɽi	e w a d a ɽ i	7	1932	- - - e w a d a ɽ i	amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1694	Baniwa_Kowaidakenai	YELLOW	iʐaikani	i ʐ a i k a n i	5	1936		amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1695	Baniwa_Dzawinai	YELLOW	iʐaika	i ʐ a i k a	14	1936		amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1696	Tariana_Bruzzi	YELLOW	iɾipeɾi	i ɾ i p e ɾ i	12	1942		amarelo	1424	yellow	Bruzzi Alves da Silva 1961
1697	Koripako_aha	YELLOW	eːwadali	eː w a d a l i	1	1932	- - - eː w a d a l i	amarelo	1424	yellow	Granadillo 2006
1698	Koripako_ehe	YELLOW	eːwa	eː w a	3	1932	- - - eː w a - - - -	amarelo	1424	yellow	Granadillo 2006
1699	Koripako_oho	YELLOW	eːwadale	eː w a d a l e	10	1932	- - - eː w a d a l e	amarelo	1424	yellow	Granadillo 2006
1700	Koripako_name	YELLOW	eːwadali	eː w a d a l i	9	1932	- - - eː w a d a l i	amarelo	1424	yellow	Granadillo 2006
1701	Werekena_Baniva	YELLOW	tɛwaɽi	t ɛ w a ɽ i	13	1932	- - t ɛ w a ɽ i - -	amarelo	1424	yellow	Bruzzi Alves da Silva 1961
6016	Kauixana	YELLOW	poɾoa-si	p o ɾ oa- s i	15	213	p o ɾ oa- s i	amarelo			
6146	Yumana	YELLOW	kitéia	k i t é ia	16	214	k i t é ia	amarelo			Ramirez 2020
6283	Passé	YELLOW	tsetʃeniaɲ	ts e tʃ e n ia ɲ	17	215	ts e tʃ e n ia ɲ	amarelo			Ramirez 2020
135	Baniwa_Waliperidakenai	KILL	nuinoaka	n u i n o a k a	11	21550	n u i n o a k a - - - -	matar	1417	kill	Bruzzi Alves da Silva 1961
136	Baniwa_Hohoodene	KILL	wajnoakani	w a j n o a k a n i	4	21550	w a j n o a k a n i - -	matar	1417	kill	Bruzzi Alves da Silva 1961
137	Baniwa_Dzurema	KILL	ɽinoakani	ɽ i n o a k a n i	2	21550	ɽ i - n o a k a n i - -	matar	1417	kill	Bruzzi Alves da Silva 1961
138	Baniwa_Mauliene	KILL	nuinoaka	n u i n o a k a	8	21550	n u i n o a k a - - - -	matar	1417	kill	Bruzzi Alves da Silva 1961
141	Koripako_Kumadene	KILL	nuinioka	n u i n i o k a	7	21550	n u i n i o k a - - - -	matar	1417	kill	Bruzzi Alves da Silva 1961
142	Tariana_Kumadene	KILL	wajdoanĩpɛ	w a j d o a n ĩ p ɛ	6	21550	w a j d o a - - n ĩ p ɛ	matar	1417	kill	Bruzzi Alves da Silva 1961
143	Baniwa_Kowaidakenai	KILL	nutuɽuaka	n u t u ɽ u a k a	5	428		matar	1417	kill	Bruzzi Alves da Silva 1961
144	Baniwa_Dzawinai	KILL	nuinoaka	n u i n o a k a	14	21550	n u i n o a k a - - - -	matar	1417	kill	Bruzzi Alves da Silva 1961
145	Tariana_Bruzzi	KILL	nãĩnuãhĩnʊ̃pɛ	n ã ĩ n u ã h ĩ n ʊ̃ p ɛ	12	21550	n ã ĩ n u ã h ĩ n ʊ̃ p ɛ	matar	1417	kill	Bruzzi Alves da Silva 1961
146	Koripako_ehe	KILL	inuaketi	i n u a k e t i	3	21550	- i - n u a k e t i - -	matar	1417	kill	Granadillo 2006
147	Koripako_oho	KILL	inoakheti	i n o a kʰ e t i	10	21550	- i - n o a kʰ e t i - -	matar	1417	kill	Granadillo 2006
148	Koripako_name	KILL	iːnoketi	iː n o k e t i	9	21550	- iː - n o - k e t i - -	matar	1417	kill	Granadillo 2006
149	Werekena_Baniva	KILL	nujutʃia	n u j u tʃ i a	13	115	n u j u tʃ i a	matar	1417	kill	Bruzzi Alves da Silva 1961
2167	Achagua	KILL	íinueri	i: n u e r i	1	21550	- i: - n u e r i - - - -		1417	kill	Melendez 2011
2169	Baniwa	KILL	-íinoa	í i n o a	2	21550	- í i n o a - - - - - -		1417	kill	Ramirez 2001
2171	Baré	KILL		ʰm u d u	3	428			1417	kill	Oliveira 93
2173	Kabiyari	KILL	nua	n u a	4	21550	- - - n u a - - - - - -		1417	kill	Epps
2177	Piapoco	KILL	étáidaca	é t á i d a k a	5	422	- é t á i d a k a		1417	kill	Epps
2179	Piapoco	KILL	nuáca	n u á k a	5	21550	- - - n u á k a - - - -		1417	kill	Epps
2181	Resigaro	KILL	kainée-khú	k a i n é e kʰ ú	6	131	k a i n é e kʰ ú		1417	kill	Epps
2183	Resigaro	KILL	mótshó	m ó tsʰ ó	6	428			1417	kill	Epps
2185	Tariana	KILL		d í: n u	7	21550	d í: - n u - - - - - - -		1417	kill	Aikhenvald 2001
2187	Tariana	KILL		d í n u	7	21550	d í - n u - - - - - - -		1417	kill	Aikhenvald 2001
2189	Yukuna	KILL	nókaje	n ó k a h e	9	21550	- - - n ó - k a h e - -		1417	kill	Epps
2191	Warekena	KILL		j u tʃ i a	8	115	- - j u tʃ i a		1417	kill	Aikhenvald 2012
5038	Kauixana	KILL	ija	i j a	15	131	- - i j - a - -	matar			
6005	Kauixana	KILL	iɲa	i ɲ a	15	131	- - i ɲ - a - -				
6177	Yumana	KILL	pekthá[?]	p e ktʰ á [ ʔ ]	16	422	p e ktʰ á [ ʔ ] - -	matar			Ramirez 2020
150	Baniwa_Waliperidakenai	KNEE	ɽiuʃuatʰe	ɽ i u ʃ u a tʰ e	11	21551	- - - - - ɽ i - - u ʃ u a tʰ e - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
153	Baniwa_Hohoodene	KNEE	haːʃi	h aː ʃ i	4	21551	- - - - - - - h - aː ʃ i - - - - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
154	Baniwa_Dzurema	KNEE	ɽ̥ʰioʐi	ɽʰ i o ʐ i	2	21551	- - - - - - - ɽʰ i o ʐ i - - - - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
155	Baniwa_Mauliene	KNEE	nusi	n u s i	8	21551	- - - - - - - n - u s i - - - - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
156	Koripako_Kumadene	KNEE	nuʐipada	n u ʐ i p a d a	7	21551	- - - - - - - n - u ʐ i - - - p a d a - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
157	Baniwa_Kowaidakenai	KNEE	nuːʃi	n uː ʃ i	5	21551	- - - - - - - n - uː ʃ i - - - - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
158	Baniwa_Dzawinai	KNEE	hiuʃi	h i u ʃ i	14	21551	- - - - - - - h i u ʃ i - - - - - - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
159	Tariana_Bruzzi	KNEE	thusisida	tʰ u s i s i d a	12	21551	- - - - - - - tʰ - u s i - s i d a - - - -	joelho	1371	knee	Bruzzi Alves da Silva 1961
160	Werekena_Baniva	KNEE	nukwaɾitaɽe	n u kʷ a ɾ i t a ɽ e	13	860	( n u ) kʷ - - a ɾ i t a ɽ e	joelho	1371	knee	Bruzzi Alves da Silva 1961
2193	Achagua	KNEE	júruiʃi	j u r u i ʃ i	1	21551	- - - - - - - - j u r u i ʃ i - - - - - -		1371	knee	Melendez 2011
2195	Baniwa	KNEE	-hóorhi	h ó o rh i	2	21551	- - - - - - - h ó o rh i - - - - - - - - -		1371	knee	Ramirez 2001
2199	Kabiyari	KNEE	-urhu(na)	u rh u ( n a )	4	21551	- - - - - - - - - u rh u - - - n a - - - -		1371	knee	Ramirez 2001
2201	Kabiyari	KNEE	-huru	h u r u	4	21551	- - - - - - - h - u r u - - - - - - - - -		1371	knee	Ramirez 2001
2203	Piapoco	KNEE		w à u l u ì	5	21551	- - - - - w à - - u l u ì - - - - - - - -		1371	knee	Epps
2205	Resigaro	KNEE	-ho?dónaú	h o ʔ d ó n a ú	6	21551	- - - - - - - h o ʔ d ó - - - n a - ú - -		1371	knee	Allin 1979
2207	Tariana	KNEE		d í s i	7	21551	- - - - - d í - - - s i - - - - - - - - -		1371	knee	Aikhenvald 2001
2209	Yukuna	KNEE	iʔirúpachiji	r i ʔ i r ú p a tʃ i	9	21551	- - - - - r i - - ʔ i r ú - - - p a tʃ i -		1371	knee	Schauer 2005
2211	Warekena	KNEE		n u k u w a ɾ u t a ɾ e	8	860	( n u ) k u w a ɾ u t a ɾ e		1371	knee	Aikhenvald 2012
5034	Kauixana	KNEE	[-áʔ(w)ɨ]-so-l(h)a	[- á ʔ [ w ] ɨ ]- s o- l [h] a	15	21551	[- á ʔ [ w ] ɨ ]- s o- l [h] a - - - - - - - -	joelho			
6263	Passé	KNEE	oto-la[-pinka]	o t o- l a [- p i n k a ]	17	21551	- - - - - - - - - o t o- l a [- p i n k a ]	joelho			Ramirez 2020
161	Baniwa_Waliperidakenai	KNOW (SOMETHING)	nuaheni	n u a h e n i	11	861	n u - a h - e n i - -	saber	1410	know	Bruzzi Alves da Silva 1961
162	Baniwa_Hohoodene	KNOW (SOMETHING)	waːhẽki̥	w aː h ẽ k i̥	4	861	w - - aː h - ẽ k i̥ - -	saber	1410	know	Bruzzi Alves da Silva 1961
165	Baniwa_Dzurema	KNOW (SOMETHING)	waʰljẽtsa	w aʰ l j ẽ ts a	2	861	w - - aʰ l j ẽ ts a - -	saber	1410	know	Bruzzi Alves da Silva 1961
166	Baniwa_Mauliene	KNOW (SOMETHING)	nuwanʰeni	n u w a nʰ e n i	8	861	n u w a - nʰ e n i - -	saber	1410	know	Bruzzi Alves da Silva 1961
167	Koripako_Kumadene	KNOW (SOMETHING)	nuwanʰẽoka	n u w a nʰ ẽ o k a	7	861	n u w a - nʰ ẽ o k a -	saber	1410	know	Bruzzi Alves da Silva 1961
168	Baniwa_Kowaidakenai	KNOW (SOMETHING)	nuanʰe	n u a nʰ e	5	861	n u - a - nʰ e - - - -	saber	1410	know	Bruzzi Alves da Silva 1961
169	Baniwa_Dzawinai	KNOW (SOMETHING)	nuanʰeka	n u a nʰ e k a	14	861	n u - a h n e k a - -	saber	1410	know	Bruzzi Alves da Silva 1961
170	Tariana_Bruzzi	KNOW (SOMETHING)	paekanipɛ	p a e k a n i p ɛ	12	444	- p a - e k a n i p ɛ	saber	1410	know	Bruzzi Alves da Silva 1961
171	Koripako_aha	KNOW (SOMETHING)	janʰikada	j a nʰ i k a d a	1	861	j - - a h n i k a d a	saber	1410	know	Granadillo 2006
172	Koripako_ehe	KNOW (SOMETHING)	aːnʰeketi	aː nʰ e k e t i	3	861	- - - aː h n e k e t i	saber	1410	know	Granadillo 2006
173	Koripako_oho	KNOW (SOMETHING)	janʰekheti	j a nʰ e kʰ e t i	10	861	j - - a h n e kʰ e t i	saber	1410	know	Granadillo 2006
174	Koripako_name	KNOW (SOMETHING)	janʰeːki	j a nʰ eː k i	9	861	j - - a h n eː k i - -	saber	1410	know	Granadillo 2006
177	Werekena_Baniva	KNOW (SOMETHING)	nutsɛmi	n u ts ɛ m i	13	132		saber	1410	know	Bruzzi Alves da Silva 1961
2213	Achagua	KNOW (SOMETHING)	éeweri	e: w e r i	1	446	e: w e - - - r i - - -		1410	know	Melendez 2011
2215	Achagua	KNOW (SOMETHING)	jaléenaa	j a l e: n a:	1	217	j a l e: - n a: - -		1410	know	Melendez 2011
2217	Baniwa	KNOW (SOMETHING)	-áanhee	á a nʰ ee	2	861	- á - a - nʰ ee - - - -		1410	know	Ramirez 2001
2221	Baré	KNOW (SOMETHING)		k a t e h e s a	3	133	k a t e h e s a - - -		1410	know	Oliveira 93
2223	Kabiyari	KNOW (SOMETHING)	aranhú	a r a nʰ ú	4	217	- a r a - nʰ ú - -		1410	know	Epps
2225	Piapoco	KNOW (SOMETHING)	alíacawa	a l í a k a w a	5	217	- a l í a k a w a		1410	know	Epps
2227	Resigaro	KNOW (SOMETHING)	-manaá-tó?	m a n a á t ó ʔ	6	21553	- - m a n a á t ó ʔ		1410	know	Allin 1979
2229	Tariana	KNOW (SOMETHING)		d i j é k a	7	444	- d i j é k a - - - -		1410	know	Aikhenvald 2001
2231	Yukuna	KNOW (SOMETHING)	we'epíkaje	w e ʔ e p í k a h e	9	446	- w e ʔ e p í k a h e		1410	know	Epps
2233	Warekena	KNOW (SOMETHING)		ts e	8	132	- - ts e - - - -		1410	know	Aikhenvald 2012
5062	Kauixana	KNOW (SOMETHING)	omah-	o m a h-	15	21553	- o m a h- - - - - -	saber			
6006	Kauixana	KNOW (SOMETHING)	wama-	w a m a-	15	21553	w a m a- - - - - - -				
193	Baniwa_Waliperidakenai	LEAF	ɽipʰɛ	ɽ i pʰ ɛ	11	55	ɽ - i - pʰ ɛ - -	folha	628	leaf	Bruzzi Alves da Silva 1961
194	Baniwa_Hohoodene	LEAF	ɽipʰɛ	ɽ i pʰ ɛ	4	55	ɽ - i - pʰ ɛ - -	folha	628	leaf	Bruzzi Alves da Silva 1961
195	Baniwa_Dzurema	LEAF	ɽipʰɛ	ɽ i pʰ ɛ	2	55	ɽ - i - pʰ ɛ - -	folha	628	leaf	Bruzzi Alves da Silva 1961
196	Baniwa_Mauliene	LEAF	ɽípʰɛ	ɽ í pʰ ɛ	8	55	ɽ - í - pʰ ɛ - -	folha	628	leaf	Bruzzi Alves da Silva 1961
197	Koripako_Kumadene	LEAF	panaphe	p a n a pʰ e	7	216	- - p a - n a - - pʰ e -	folha	628	leaf	Bruzzi Alves da Silva 1961
198	Baniwa_Kowaidakenai	LEAF	ɽiːphe	ɽ iː pʰ e	5	55	ɽ - iː - pʰ e - -	folha	628	leaf	Bruzzi Alves da Silva 1961
199	Baniwa_Dzawinai	LEAF	ɽiːphe	ɽ iː pʰ e	14	55	ɽ - iː - pʰ e - -	folha	628	leaf	Bruzzi Alves da Silva 1961
200	Tariana_Bruzzi	LEAF	dihʲapʰɛpɛ	d i hʲ a pʰ ɛ p ɛ	12	55	d i hʲ a pʰ ɛ p ɛ	folha	628	leaf	Bruzzi Alves da Silva 1961
203	Koripako_aha	LEAF	liphe	l i pʰ e	1	55	l - i - pʰ e - -	folha	628	leaf	Granadillo 2006
204	Koripako_ehe	LEAF	liːphe	l iː pʰ e	3	55	l - iː - pʰ e - -	folha	628	leaf	Granadillo 2006
205	Koripako_oho	LEAF	liphe	l i pʰ e	10	55	l - i - pʰ e - -	folha	628	leaf	Granadillo 2006
206	Koripako_name	LEAF	liphe	l i pʰ e	9	55	l - i - pʰ e - -	folha	628	leaf	Granadillo 2006
207	Werekena_Baniva	LEAF	tsaːpɛ	ts aː p ɛ	13	55	- - ts aː p ɛ - -	folha	628	leaf	Bruzzi Alves da Silva 1961
2235	Achagua	LEAF	bánabai	b a n a b a i	1	216	- - b a - n a - - b a i		628	leaf	Melendez 2011
2237	Baniwa	LEAF	panaphe	p a n a pʰ e	2	216	- - p a - n a - - pʰ e -		628	leaf	Ramirez 2001
2239	Baniwa	LEAF	-phe	pʰ e	2	216	- - - - - - - - - pʰ e -		628	leaf	Ramirez 2001
2243	Baré	LEAF		d a b a n a	3	216	d a b a - n a - - - - -		628	leaf	Oliveira 93
2245	Kabiyari	LEAF	apana	a p a n a	4	216	- a p a - n a - - - - -		628	leaf	Epps
2247	Piapoco	LEAF	ibáiná	i b á i n á	5	216	- i b á i n á - - - - -		628	leaf	Epps
2249	Resigaro	LEAF	apáná?aamí	a p á n á ʔ aa m í	6	216	- a p á - n á ʔ aa m í -		628	leaf	Epps
2251	Tariana	LEAF		p a n á pʰ e	7	216	- - p a - n á - - pʰ e -		628	leaf	Aikhenvald 2001
2253	Yukuna	LEAF	wíchuʔupe	w í tʃ u ʔ u p e	9	456			628	leaf	Schauer 2005
2255	Warekena	LEAF	-phe	pʰ e	8	216	- - - - - - - - - pʰ e -		628	leaf	Ramirez 2001
2257	Warekena	LEAF	apanaphe	a p a n a pʰ e	8	216	- a p a - n a - - pʰ e -		628	leaf	Ramirez 2001
5028	Kauixana	LEAF	apaná	a p a n á	15	216	- a p a - n á - - - - -	folha			
6007	Kauixana	LEAF	owála	o w á l a	15	21555	o w á l a				
6114	Yumana	LEAF	apunak-phe	a p u n a k- pʰ e	16	216	- a p u - n a k- - pʰ e -	folha			Ramirez 2020
6207	Passé	LEAF	apana-ma	a p a n a- m a	17	216	- a p a - n a- m a - - -	folha			Ramirez 2020
259	Baniwa_Hohoodene	LIVER	nuʃupana	n u ʃ u p a n a	4	21558	n u ʃ - u p a - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
260	Baniwa_Dzurema	LIVER	nuʃupɐna	n u ʃ u p ɐ n a	2	21558	n u ʃ - u p ɐ - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
263	Baniwa_Mauliene	LIVER	nuʃupana	n u ʃ u p a n a	8	21558	n u ʃ - u p a - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
264	Koripako_Kumadene	LIVER	ɽiupana	ɽ i u p a n a	7	21558	ɽ i - - u p a - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
265	Baniwa_Kowaidakenai	LIVER	ɽikabaɽe	ɽ i k a b a ɽ e	5	135	( ɽ i ) k a b a ɽ e - - - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
266	Baniwa_Dzawinai	LIVER	ɽiʃupana	ɽ i ʃ u p a n a	14	21558	ɽ i ʃ - u p a - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
267	Tariana_Bruzzi	LIVER	pəkəɾetãna	p ə k ə ɾ e t ã n a	12	135	( p ə ) k ə - - ɾ e t ã n a	fígado	1224	liver	Bruzzi Alves da Silva 1961
268	Koripako_aha	LIVER	lisropana	l i s ɾ o p a n a	1	21558	l i s ɾ o p a - n a - -	fígado	1224	liver	Granadillo 2006
269	Koripako_ehe	LIVER	likavare	l i k a v a ɾ e	3	135	( l i ) k a v a ɾ e - - - -	fígado	1224	liver	Granadillo 2006
270	Koripako_oho	LIVER	lisrupana	l i s ɾ u p a n a	10	21558	l i s ɾ u p a - n a - -	fígado	1224	liver	Granadillo 2006
271	Koripako_name	LIVER	lisrupana	l i s ɾ u p a n a	9	21558	l i s ɾ u p a - n a - -	fígado	1224	liver	Granadillo 2006
272	Werekena_Baniva	LIVER	nupɐna	n u p ɐ n a	13	21558	n - - - u p ɐ - n a - -	fígado	1224	liver	Bruzzi Alves da Silva 1961
2283	Achagua	LIVER	tʃáaliʃi	tʃ a: l i ʃ i	1	472	- - tʃ a: l i ʃ i - -		1224	liver	Melendez 2011
2287	Baniwa	LIVER	-ʃópana	ʃ ó p a n a	2	21558	- - ʃ - ó p a - n a - -		1224	liver	Ramirez 2001
2289	Kabiyari	LIVER	úupana	ú u p a n a	4	21558	- ú - - u p a - n a - -		1224	liver	Epps
2291	Piapoco	LIVER	ubana	u b a n a	5	21558	- - - - u b a - n a - -		1224	liver	Epps
2293	Resigaro	LIVER	-opáanú	o p á a n ú	6	21558	- - - - o p á a n ú - -		1224	liver	H&R 1992
2295	Tariana	LIVER		d i k a l é t a n a	7	135	( d i ) k a - - l é t a n a		1224	liver	Aikhenvald 2001
2297	Yukuna	LIVER	panahi	p a n a h i	9	21558	- - - - - p a - n a h i		1224	liver	Schauer 2005
2299	Warekena	LIVER		n e n i t u a n a	8	473			1224	liver	Aikhenvald 2012
2301	Warekena	LIVER		n u p a n e	8	21558	n - - - u p a - n e - -		1224	liver	Aikhenvald 2012
2303	Warekena	LIVER		ʃ a ʃ a p a ɾ e	8	21558	ʃ a ʃ - a p a - ɾ e - -		1224	liver	Aikhenvald 2012
5027	Kauixana	LIVER	péne	p é n e	15	21558	- - - - - p é - n e - -	fígado			
6267	Passé	LIVER	opane	o p a n e	17	21558	- - - - o p a - n e - -	fígado			Ramirez 2020
275	Baniwa_Waliperidakenai	LONG	japikʰaj	j a p i kʰ a j	11	151	j a p i kʰ a j - -	comprido	1203	long	Bruzzi Alves da Silva 1961
276	Baniwa_Hohoodene	LONG	hanipadaɽi	h a n i p a d a ɽ i	4	923		comprido	1203	long	Bruzzi Alves da Silva 1961
277	Baniwa_Mauliene	LONG	toɽoɽipukani	t o ɽ o ɽ i p u k a n i	8	928		comprido	1203	long	Bruzzi Alves da Silva 1961
278	Koripako_Kumadene	LONG	haɽipa	h a ɽ i p a	7	923		comprido	1203	long	Bruzzi Alves da Silva 1961
279	Baniwa_Kowaidakenai	LONG	japeapaɽi	j a p e a p a ɽ i	5	151	j a p e a p a ɽ i	comprido	1203	long	Bruzzi Alves da Silva 1961
280	Baniwa_Dzawinai	LONG	japi	j a p i	14	151	j a p i - - - - -	comprido	1203	long	Bruzzi Alves da Silva 1961
281	Tariana_Bruzzi	LONG	liakawanĩpasi	l i a k a w a n ĩ p a s i	12	932		comprido	1203	long	Bruzzi Alves da Silva 1961
282	Koripako_aha	LONG	halipanipha	h a l i p a n i pʰ a	1	923		comprido	1203	long	Granadillo 2006
283	Koripako_ehe	LONG	jaːpi	j aː p i	3	151	j aː p i - - - - -	comprido	1203	long	Granadillo 2006
284	Koripako_oho	LONG	japidale	j a p i d a l e	10	151	j a p i d a l e -	comprido	1203	long	Granadillo 2006
287	Koripako_name	LONG	halipadali	h a l i p a d a l i	9	923		comprido	1203	long	Granadillo 2006
288	Werekena_Baniva	LONG	baɾɛderi	b a ɾ ɛ d e ɾ i	13	208	- - b a ɾ ɛ d e ɾ i	comprido	1203	long	Bruzzi Alves da Silva 1961
2305	Achagua	LONG	matʃéenii	m a tʃ e: n i:	1	218	m a - - tʃ e: - n i: -		1203	long	Melendez 2011
2311	Baniwa	LONG	jápi	j á p i	2	151	j á p i - - - - -		1203	long	Ramirez 2001
2313	Baré	LONG		h a r a b i	3	484	- - h a r a b i - -		1203	long	Oliveira 93
2315	Kabiyari	LONG	wia	w i a	4	486			1203	long	Ramirez 2001
2317	Piapoco	LONG	cáaléeri	k á a l é e r i	5	484	k á - a l é e r i -		1203	long	Epps
2319	Resigaro	LONG	tseinó?	ts e i n ó ʔ	6	218	- - - - ts e i n ó ʔ		1203	long	Epps
2321	Tariana	LONG		w j á w a n i	7	486			1203	long	Aikhenvald 2001
2323	Tariana	LONG		w j a k í t e	7	486			1203	long	Aikhenvald 2001
2325	Yukuna	LONG	waphereni	w a pʰ e r e n i	9	208	w a pʰ e r e n i - -		1203	long	Schauer 2005
2327	Warekena	LONG		b a ɾ e d a ɾ i	8	208	- - b a ɾ e d a ɾ i		1203	long	Aikhenvald 2012
2329	Warekena	LONG		b a ɾ e d e	8	208	- - b a ɾ e d e - -		1203	long	Aikhenvald 2012
6027	Kauixana	LONG		h i t ɨ ʃ a ɲ e	15	218	h i t ɨ ʃ a - ɲ e -		0		
6131	Yumana	LONG	japɨ	j a p ɨ	16	151	j a p ɨ	comprido			Ramirez 2020
289	Baniwa_Waliperidakenai	MAN	atʃiã.ɽi	a tʃ i ã ɽ i	11	1068	- a tʃ i ã - - ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
290	Baniwa_Hohoodene	MAN	atʃiaɽi	a tʃ i a ɽ i	4	1068	- a tʃ i - - a ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
291	Baniwa_Dzurema	MAN	atʃiaɽi	a tʃ i a ɽ i	2	1068	- a tʃ i - - a ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
292	Baniwa_Mauliene	MAN	tʃiaɽi	tʃ i a ɽ i	8	1068	- - tʃ i - - a ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
293	Koripako_Kumadene	MAN	aːtia	aː t i a	7	1068	- aː t i - - a - - - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
294	Tariana_Kumadene	MAN	atʃĩãɾi	a tʃ ĩ ã ɾ i	6	1068	- a tʃ ĩ - - ã ɾ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
295	Baniwa_Kowaidakenai	MAN	atʃinaɽi	a tʃ i n a ɽ i	5	1068	- a tʃ i - n a ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
296	Baniwa_Dzawinai	MAN	ãtʃiaɽi	ã tʃ i a ɽ i	14	1068	- ã tʃ i - - a ɽ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
299	Tariana_Bruzzi	MAN	ãtʃiaɾi	ã tʃ i a ɾ i	12	1068	- ã tʃ i - - a ɾ i - - - - -	homem	1554	man	Bruzzi Alves da Silva 1961
300	Koripako_aha	MAN	aːtsia	aː ts i a	1	1068	- aː ts i - - a - - - - - - -	homem	1554	man	Granadillo 2006
301	Koripako_ehe	MAN	atsinali	a ts i n a l i	3	1068	- a ts i - n a l i - - - - -	homem	1554	man	Granadillo 2006
302	Koripako_oho	MAN	aːtsia	aː ts i a	10	1068	- aː ts i - - a - - - - - - -	homem	1554	man	Granadillo 2006
303	Koripako_name	MAN	aːtsia	aː ts i a	9	1068	- aː ts i - - a - - - - - - -	homem	1554	man	Granadillo 2006
304	Werekena_Baniva	MAN	enami	e n a m i	13	503		homem	1554	man	Bruzzi Alves da Silva 1961
2355	Achagua	MAN	waʃiálikueri	w a ʃ i a l i k u e r i	1	1068	w a ʃ i - - a l i k u e r i		1554	man (adult male)	Melendez 2011
2357	Baniwa	MAN	atsíanli	a ts í a n l i	2	1068	- a ts í a n - l i - - - - -		1554	man (adult male)	Ramirez 2001
2359	Baniwa	MAN	newíki	n e w í k i	2	21580	- - n e - w í k i - - - - - - -		1554	man (adult male)	Ramirez 2001
2361	Baré	MAN		h e n a r i	3	1068	- - h e - n a r i - - - - -		1554	man (adult male)	Oliveira 93
2363	Kabiyari	MAN	t̪ijá-ri	t̪ i j á r i	4	1068	- - t̪ i - j á r i - - - - -		1554	man (adult male)	Epps
2365	Piapoco	MAN		a s ì a l i	5	1068	- a s ì - - a l i - - - - -		1554	man (adult male)	H&R 1992
2367	Resigaro	MAN	atsáagí	a ts á a g í	6	1068	- a ts á - - a g í - - - - -		1554	man (adult male)	Epps
2369	Tariana	MAN		c̃ i ã ɾ i	7	1068	- - c̃ i - - ã ɾ i - - - - -		1554	man (adult male)	Aikhenvald 2001
2371	Yukuna	MAN	achiñá	a tʃ i ɲ á	9	1068	- a tʃ i - ɲ á - - - - - - -		1554	man (adult male)	Epps
2373	Warekena	MAN		e n a m i	8	503			1554	man (adult male)	Aikhenvald 2012
5033	Kauixana	MAN	tsína	ts í n a	15	1068	ts í n a - - - - - - - - - -	homem			
6104	Yumana	MAN	asiah	a s ia h	16	1068	- a s ia h - - - - - - - - -	homem			Ramirez 2020
6106	Yumana	MAN	adʒɨwa	a dʒ ɨ w a	16	1068	- a dʒ ɨ w a - - - - - - - -	homem			Ramirez 2020
6108	Yumana	MAN	atsiã	a ts iã	16	1068	- a ts iã - - - - - - - - - -	homem			Ramirez 2020
6260	Passé	MAN	okoné	o k o n é	17	220	o k o n é	homem			Ramirez 2020
6264	Passé	MAN	okunala	o k u n a l a	17	220	o k u n a l a	homem			Ramirez 2020
305	Baniwa_Waliperidakenai	MANY	mɐnupɛ	m ɐ n u p ɛ	11	142	m ɐ n u p ɛ - -	muitos	1198	many	Bruzzi Alves da Silva 1961
306	Baniwa_Hohoodene	MANY	manupɛ	m a n u p ɛ	4	142	m a n u p ɛ - -	muitos	1198	many	Bruzzi Alves da Silva 1961
